STEM_Student_ID,NOTIONAL_NVQ_LEVEL_CODE,LEARNING_AIM_TYPE_DESC,PLP main qual type
09070764,3,Principal Learning within Diploma (14-19),All other graded level 3 quals
09070771,1,Other,All other graded level 1 quals
09070775,4,HNC,Level 4 and above
09070777,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
09070787,2,Diploma,All other graded level 2 quals
09070788,2,Certificate,All other graded level 2 quals
09070790,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09070796,E,Certificate,Entry Level 3
09070801,H,HNC,Level 4 and above
09070802,H,HNC,Level 4 and above
09070804,E,Certificate,Entry Level 2
09070805,H,HNC,Level 4 and above
09070806,2,Certificate,All other graded level 2 quals
09070814,2,Certificate,All other graded level 2 quals
09070815,2,Certificate,All other graded level 2 quals
09070816,2,Certificate,Technical Certificate Level 2
09070832,2,Diploma,All other graded level 2 quals
09070837,1,Certificate,All other graded level 1 quals
09070840,E,Other,Entry Level 3
09070841,2,Diploma,All other graded level 2 quals
09070866,2,Certificate,All other graded level 2 quals
09070870,2,Certificate,All other graded level 2 quals
09070872,3,GCE AS level,A Levels
09070878,2,Certificate,All other graded level 2 quals
09070881,2,Certificate,All other graded level 2 quals
09070883,2,Certificate,Technical Certificate Level 2
09070885,3,Diploma,All other graded level 3 quals
09070898,2,Certificate,All other graded level 2 quals
09070904,X,Non Council funded studies,Unknown
09070905,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09070909,X,Other,Entry Level 3
09070912,2,GCSE,GCSEs
09070913,1,Diploma,All other graded level 1 quals
09070924,2,Certificate,All other graded level 2 quals
09070939,2,Diploma,All other graded level 2 quals
09070943,2,Diploma,All other graded level 2 quals
09070945,2,Diploma,All other graded level 2 quals
09070955,H,HNC,Level 4 and above
09070959,3,GCE AS level,A Levels
09070968,3,Principal Learning within Diploma (14-19),Technical Certificate Level 2
09070972,3,Diploma,All other graded level 3 quals
09070976,X,Non Council funded studies,Level 4 and above
09070977,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09070980,4,HNC,Level 4 and above
09070983,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09070985,E,Certificate,Entry Level 3
09070986,X,Non Council funded studies,Unknown
09070987,X,Non Council funded studies,Unknown
09070989,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09070990,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09071019,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09071023,4,HNC,Level 4 and above
09071029,3,Access to Higher Education Diploma (from 2007),Access to HE
09071040,E,Certificate,Entry Level 2
09071049,X,Other,Technical Certificate Level 2
09071054,2,Diploma,All other graded level 2 quals
09071056,E,Other,Entry Level 3
09071058,E,Other,Entry Level 3
09071059,E,Other,Entry Level 3
09071068,E,Other,Entry Level 3
09071069,E,Other,Entry Level 3
09071070,E,Other,Entry Level 3
09071071,E,Other,Entry Level 3
09071072,E,Other,Entry Level 3
09071073,E,Other,Entry Level 3
09071101,X,Non Council funded studies,Level 4 and above
09071105,X,Other,Entry Level 3
09071109,H,HNC,Level 4 and above
09071113,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09071169,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09071170,H,Graduateship,Level 4 and above
09071176,E,Other,Entry Level 3
09071178,3,Certificate,All other graded level 3 quals
09071185,E,Certificate,Entry Level 3
09071191,2,NVQ,NVQ Level 2
09071197,2,Diploma,All other graded level 2 quals
09071213,2,NVQ,NVQ Level 2
09071214,2,NVQ,NVQ Level 2
09071221,2,NVQ,NVQ Level 2
09071222,2,NVQ,NVQ Level 2
09071223,2,NVQ,NVQ Level 2
09071224,2,NVQ,NVQ Level 2
09071228,2,NVQ/GNVQ Key Skills Unit,Technical Certificate Level 3
09071230,2,NVQ,NVQ Level 2
09071241,2,NVQ,NVQ Level 2
09071246,2,NVQ,NVQ Level 2
09071248,3,Access to Higher Education Diploma (from 2007),Access to HE
09071264,2,Diploma,All other graded level 2 quals
09071267,X,Non Council funded studies,Unknown
09071273,2,Certificate,All other graded level 2 quals
09071286,2,Certificate,All other graded level 2 quals
09071289,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09071332,2,Diploma,All other graded level 2 quals
09071333,X,Non Council funded studies,Level 4 and above
09071335,E,Certificate,Entry Level 3
09071337,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09071345,3,Certificate,All other graded level 3 quals
09071350,1,Certificate,All other graded level 1 quals
09071357,3,GCE AS level,A Levels
09071367,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09071371,3,Certificate,All other graded level 3 quals
09071373,2,Diploma,All other graded level 2 quals
09071380,1,Diploma,All other graded level 1 quals
09071390,3,Access to Higher Education Diploma (from 2007),Access to HE
09071394,2,Diploma,All other graded level 2 quals
09071398,3,Access to Higher Education Diploma (from 2007),Access to HE
09071456,3,Diploma,All other graded level 3 quals
09071468,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09071469,2,Diploma,All other graded level 2 quals
09071470,1,Introductory Diploma,BTEC Intro Diploma & Cert
09071471,2,Diploma,All other graded level 2 quals
09071518,1,Certificate,Technical Certificate Level 2
09071553,E,Certificate,Entry Level 3
09071558,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09071569,X,Non Council funded studies,Level 4 and above
09071581,3,GCE AS level,A Levels
09071593,2,Diploma,All other graded level 2 quals
09071595,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09071599,E,Certificate,Entry Level 3
09071608,E,Certificate,Entry Level 2
09071610,2,Diploma,All other graded level 2 quals
09071635,3,Diploma,All other graded level 3 quals
09071661,3,Certificate,YUP
09071676,3,Access to Higher Education Diploma (from 2007),Access to HE
09071697,2,Certificate,Technical Certificate Level 2
09071699,2,Certificate,All other graded level 2 quals
09071718,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09071720,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09071736,3,Certificate,All other graded level 3 quals
09071738,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09071750,3,Diploma,All other graded level 3 quals
09071751,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
09071775,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09071782,2,Diploma,All other graded level 2 quals
09071785,3,Diploma,YUP
09071788,2,Diploma,All other graded level 2 quals
09071791,3,GCE AS level,A Levels
09071793,1,Diploma,All other graded level 1 quals
09071796,E,Certificate,Entry Level 3
09071797,2,Certificate,All other graded level 2 quals
09071803,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09071804,2,Certificate,All other graded level 2 quals
09071806,3,Diploma,CACHE Dip
09071809,2,Certificate,All other graded level 2 quals
09071819,2,Certificate,All other graded level 2 quals
09071840,2,Diploma,CACHE Level 2
09071841,1,Diploma,All other graded level 1 quals
09071843,3,Diploma,All other graded level 3 quals
09071846,3,Diploma,CACHE Dip
09071851,1,Diploma,All other graded level 1 quals
09071858,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09071880,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09071882,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09071894,3,Certificate,All other graded level 3 quals
09071895,2,Certificate,All other graded level 2 quals
09071908,1,Diploma,All other graded level 1 quals
09071918,2,Diploma,CACHE Level 2
09071940,2,Diploma,All other graded level 2 quals
09071969,2,Diploma,All other graded level 2 quals
09071986,1,Certificate,All other graded level 1 quals
09071995,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09071998,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072003,2,NVQ,NVQ Level 2
09072009,2,Diploma,All other graded level 2 quals
09072014,1,Diploma,All other graded level 1 quals
09072033,4,Certificate,Level 4 and above
09072035,2,NVQ,NVQ Level 2
09072083,3,Access to Higher Education Diploma (from 2007),Access to HE
09072088,3,Access to Higher Education Diploma (from 2007),Access to HE
09072090,3,Access to Higher Education Diploma (from 2007),Access to HE
09072091,3,Access to Higher Education Diploma (from 2007),Access to HE
09072092,3,Access to Higher Education Diploma (from 2007),Access to HE
09072098,3,Access to Higher Education Diploma (from 2007),Access to HE
09072104,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072106,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072117,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072119,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072122,E,Certificate,Entry Level 1
09072128,2,Certificate,All other graded level 2 quals
09072144,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072159,2,Diploma,All other graded level 2 quals
09072160,2,Certificate,All other graded level 2 quals
09072162,2,Certificate,All other graded level 2 quals
09072170,3,Other,All other graded level 3 quals
09072173,3,Certificate,All other graded level 3 quals
09072192,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072198,2,Certificate,Technical Certificate Level 2
09072229,2,Diploma,All other graded level 2 quals
09072239,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09072241,2,GCSE,GCSEs
09072242,3,Access to Higher Education Diploma (from 2007),Access to HE
09072244,2,Certificate,All other graded level 2 quals
09072246,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072249,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072257,3,NVQ,NVQ Level 3
09072258,3,NVQ,NVQ Level 3
09072263,E,Certificate,Entry Level 3
09072269,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072280,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072283,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072364,X,Non Council funded studies,Level 4 and above
09072391,2,NVQ,NVQ Level 2
09072393,2,NVQ,NVQ Level 2
09072433,3,Certificate,Technical Certificate Level 3
09072436,3,NVQ,Technical Certificate Level 3
09072449,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072450,1,Certificate,All other graded level 1 quals
09072453,3,Diploma,CACHE Dip
09072458,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072464,3,Diploma,CACHE Dip
09072494,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072496,2,NVQ,NVQ Level 2
09072501,2,Diploma,All other graded level 2 quals
09072507,1,Diploma,All other graded level 1 quals
09072512,X,Other,Entry Level 3
09072513,E,Certificate,Entry Level 1
09072515,X,Other,Entry Level 3
09072518,X,Non Council funded studies,School partnerships
09072521,3,Diploma,CACHE Dip
09072524,2,Diploma,All other graded level 2 quals
09072550,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072554,X,Other,Entry Level 3
09072555,X,Other,Entry Level 3
09072581,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072603,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09072617,2,NVQ/GNVQ Key Skills Unit,Technical Certificate Level 2
09072663,3,GCE AS level,A Levels
09072686,2,Diploma,All other graded level 2 quals
09072701,1,Diploma,All other graded level 1 quals
09072712,1,Diploma,All other graded level 1 quals
09072743,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072755,2,Diploma,All other graded level 2 quals
09072758,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
09072766,2,Diploma,All other graded level 2 quals
09072807,2,Diploma,All other graded level 2 quals
09072810,2,Certificate,All other graded level 2 quals
09072847,2,Diploma,All other graded level 2 quals
09072849,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072917,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09072945,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09072961,2,Diploma,All other graded level 2 quals
09072962,X,Non Council funded studies,Level 4 and above
09072981,2,Certificate,All other graded level 2 quals
09073005,3,GCE AS level,A Levels
09073044,2,Diploma,Technical Certificate Level 2
09073045,3,Access to Higher Education Diploma (from 2007),Access to HE
09073046,1,Certificate,All other graded level 1 quals
09073062,1,Diploma,All other graded level 1 quals
09073076,3,Certificate,All other graded level 3 quals
09073099,X,Non Council funded studies,Unknown
09073115,3,Diploma,CACHE Dip
09073119,2,NVQ,NVQ Level 2
09073164,2,Diploma,All other graded level 2 quals
09073188,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09073227,1,Introductory Diploma,BTEC Intro Diploma & Cert
09073244,2,Diploma,All other graded level 2 quals
09073247,2,Certificate,Technical Certificate Level 2
09073248,2,Diploma,All other graded level 2 quals
09073274,2,NVQ,NVQ Level 2
09073278,2,NVQ,NVQ Level 2
09073300,2,Certificate,All other graded level 2 quals
09073324,2,Diploma,All other graded level 2 quals
09073355,2,Diploma,All other graded level 2 quals
09073391,X,Other,Entry Level 3
09073421,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09073423,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09073464,3,Diploma,All other graded level 3 quals
09073485,H,HNC,Level 4 and above
09073491,1,Diploma,All other graded level 1 quals
09073492,2,Diploma,All other graded level 2 quals
09073544,X,Non Council funded studies,Unknown
09073547,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09073549,2,Diploma,All other graded level 2 quals
09073550,2,Diploma,All other graded level 2 quals
09073551,2,Diploma,All other graded level 2 quals
09073554,2,Diploma,YUP
09073556,3,Access to Higher Education Diploma (from 2007),Access to HE
09073560,3,Access to Higher Education Diploma (from 2007),Access to HE
09073600,2,Diploma,CACHE Level 2
09073621,X,Non Council funded studies,Unknown
09073668,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09073728,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09073734,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09073737,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09073745,X,Non Council funded studies,Level 4 and above
09073746,X,Non Council funded studies,Level 4 and above
09073747,X,Non Council funded studies,Level 4 and above
09073748,X,Non Council funded studies,Level 4 and above
09073749,X,Non Council funded studies,Level 4 and above
09073772,X,Other,Entry Level 3
09073791,1,Diploma,All other graded level 1 quals
09073793,1,NVQ,NVQ Level 1
09073801,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09073809,1,Diploma,All other graded level 1 quals
09073828,3,Access to Higher Education Diploma (from 2007),Access to HE
09073829,1,Diploma,All other graded level 1 quals
09073832,E,Certificate,Entry Level 3
09073855,1,Diploma,All other graded level 1 quals
09073872,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09073889,2,Certificate,All other graded level 2 quals
09073890,2,Diploma,All other graded level 2 quals
09073902,3,Access to Higher Education Diploma (from 2007),Access to HE
09073914,3,GCE AS level,A Levels
09073951,2,Certificate,All other graded level 2 quals
09073954,2,Certificate,All other graded level 2 quals
09073958,2,Diploma,All other graded level 2 quals
09073970,2,NVQ,NVQ Level 2
09073972,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09073986,1,Diploma,All other graded level 1 quals
09074002,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09074017,X,Non Council funded studies,Unknown
09074018,4,Other,Level 4 and above
09074020,X,Non Council funded studies,Unknown
09074032,2,Certificate,All other graded level 2 quals
09074036,X,Other,Entry Level 3
09074082,3,Diploma,All other graded level 3 quals
09074084,2,Diploma,All other graded level 2 quals
09074096,4,Diploma,Level 4 and above
09074105,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09074146,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09074149,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09074163,2,Diploma,All other graded level 2 quals
09074178,1,Diploma,All other graded level 1 quals
09074194,2,Diploma,All other graded level 2 quals
09074199,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09074204,2,Diploma,All other graded level 2 quals
09074210,X,Other,Entry Level 3
09074222,1,Certificate,All other graded level 1 quals
09074228,3,Diploma,All other graded level 3 quals
09074261,3,Other,All other graded level 3 quals
09074262,4,Other,Level 4 and above
09074264,2,Diploma,All other graded level 2 quals
09074271,1,Diploma,All other graded level 1 quals
09074296,3,Diploma,All other graded level 3 quals
09074325,2,Certificate,All other graded level 2 quals
09074329,1,Diploma,All other graded level 1 quals
09074331,X,Other,Entry Level 3
09074354,1,Diploma,All other graded level 1 quals
09074356,3,Diploma,Technical Certificate Level 2
09074362,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09074368,2,Diploma,CACHE Level 2
09074384,1,Diploma,All other graded level 1 quals
09074414,3,Access to Higher Education Diploma (from 2007),Access to HE
09074417,X,Non Council funded studies,Unknown
09074420,E,Certificate,Entry Level 3
09074429,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09074435,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09074438,2,Diploma,All other graded level 2 quals
09074529,1,Certificate,All other graded level 1 quals
09074556,2,Diploma,All other graded level 2 quals
09074588,2,NVQ/GNVQ Key Skills Unit,Technical Certificate Level 3
09074604,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09074611,E,Certificate,Entry Level 3
09074622,3,Certificate,All other graded level 3 quals
09074628,3,Diploma,All other graded level 3 quals
09074644,4,Certificate,Level 4 and above
09074658,3,GCE AS level,A Levels
09074670,H,HNC,Level 4 and above
09074672,2,NVQ/GNVQ Key Skills Unit,Technical Certificate Level 2
09074685,1,Diploma,All other graded level 1 quals
09074702,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
09074713,3,Access to Higher Education Diploma (from 2007),Access to HE
09074719,1,Diploma,All other graded level 1 quals
09074747,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
09074761,3,GCE AS level,A Levels
09074800,2,Certificate,All other graded level 2 quals
09074801,2,Diploma,All other graded level 2 quals
09074835,3,Diploma,All other graded level 3 quals
09074892,1,Certificate,All other graded level 1 quals
09074900,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09074909,X,Non Council funded studies,Unknown
09074916,1,Diploma,All other graded level 1 quals
09074947,2,NVQ,NVQ Level 2
09074951,2,Diploma,All other graded level 2 quals
09074953,3,Diploma,All other graded level 3 quals
09074966,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
09074988,X,Non Council funded studies,Level 4 and above
09074998,2,Diploma,All other graded level 2 quals
09074999,2,Diploma,All other graded level 2 quals
09075000,1,Diploma,All other graded level 1 quals
09075002,3,Access to Higher Education Diploma (from 2007),Access to HE
09075008,H,HNC,Level 4 and above
09075087,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09075123,2,Diploma,All other graded level 2 quals
09075143,2,Diploma,All other graded level 2 quals
09075173,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09075177,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09075181,3,Access to Higher Education Diploma (from 2007),Access to HE
09075215,3,Access to Higher Education Diploma (from 2007),FDN Access
09075223,2,Diploma,All other graded level 2 quals
09075248,X,Other,Entry Level 3
09075260,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09075266,2,Certificate,All other graded level 2 quals
09075282,2,NVQ,NVQ Level 2
09075307,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09075332,3,GCE AS level,A Levels
09075339,3,NVQ,NVQ Level 3
09075391,E,Certificate,Entry Level 3
09075394,2,Diploma,All other graded level 2 quals
09075409,1,Introductory Diploma,BTEC Intro Diploma & Cert
09075448,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09075453,2,Certificate,All other graded level 2 quals
09075454,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09075476,3,Certificate,Technical Certificate Level 3
09075484,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09075486,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09075487,3,Access to Higher Education Diploma (from 2007),Access to HE
09075488,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09075496,1,Introductory Diploma,BTEC Intro Diploma & Cert
09075513,2,Diploma,All other graded level 2 quals
09075528,E,Certificate,Entry Level 3
09075544,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09075577,2,Certificate,All other graded level 2 quals
09075588,X,Other,Entry Level 3
09075589,3,Access to Higher Education Diploma (from 2007),Access to HE
09075591,3,Access to Higher Education Diploma (from 2007),Access to HE
09075601,2,Diploma,All other graded level 2 quals
09075654,2,Diploma,All other graded level 2 quals
09075661,3,Access to Higher Education Diploma (from 2007),Access to HE
09075662,X,Other,Entry Level 3
09075664,3,Access to Higher Education Diploma (from 2007),Access to HE
09075666,3,GCE AS level,A Levels
09075701,2,Diploma,All other graded level 2 quals
09075749,2,NVQ,NVQ Level 2
09075756,3,Certificate,All other graded level 3 quals
09075760,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
09075761,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09075766,3,Diploma,All other graded level 3 quals
09075781,H,HNC,Level 4 and above
09075782,H,HNC,Level 4 and above
09075807,3,Access to Higher Education Diploma (from 2007),Access to HE
09075810,3,Access to Higher Education Diploma (from 2007),Access to HE
09075813,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09075816,1,Diploma,All other graded level 1 quals
09075817,1,Certificate,All other graded level 1 quals
09075823,3,Other,All other graded level 3 quals
09075873,2,Certificate,All other graded level 2 quals
09075886,2,Certificate,All other graded level 2 quals
09075938,1,Certificate,Cache Level 1
09075971,3,Access to Higher Education Diploma (from 2007),Access to HE
09075976,3,Access to Higher Education Diploma (from 2007),Access to HE
09075977,2,Certificate,Technical Certificate Level 3
09076010,2,Certificate,All other graded level 2 quals
09076020,2,Certificate,All other graded level 2 quals
09076021,1,Diploma,All other graded level 1 quals
09076036,3,Diploma,All other graded level 3 quals
09076099,3,GCE AS level,A Levels
09076121,2,Diploma,All other graded level 2 quals
09076178,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09076183,3,Certificate,All other graded level 3 quals
09076214,1,Diploma,All other graded level 1 quals
09076270,3,GCE AS level,A Levels
09076280,3,Certificate,All other graded level 3 quals
09076325,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09076326,2,Certificate,All other graded level 2 quals
09076355,2,Certificate,All other graded level 2 quals
09076367,2,Diploma,All other graded level 2 quals
09076393,3,NVQ,NVQ Level 3
09076398,3,NVQ,NVQ Level 3
09076399,3,NVQ,NVQ Level 3
09076436,2,Diploma,All other graded level 2 quals
09076438,1,Diploma,All other graded level 1 quals
09076443,X,Non Council funded studies,Unknown
09076450,1,Diploma,All other graded level 1 quals
09076454,2,Certificate,All other graded level 2 quals
09076467,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09076469,2,Certificate,All other graded level 2 quals
09076488,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
09076519,2,Diploma,All other graded level 2 quals
09076520,2,GCSE,GCSEs
09076589,2,NVQ,NVQ Level 2
09076621,X,Non Council funded studies,Level 4 and above
09076657,3,Certificate,YUP
09076688,1,Diploma,All other graded level 1 quals
09076691,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09076695,X,Other,Entry Level 3
09076709,3,Diploma,CACHE Dip
09076717,2,NVQ,NVQ Level 2
09076722,2,NVQ,NVQ Level 2
09076726,2,NVQ,NVQ Level 2
09076732,2,NVQ,NVQ Level 2
09076739,2,NVQ,NVQ Level 2
09076742,2,NVQ,NVQ Level 2
09076745,2,NVQ,NVQ Level 2
09076749,2,NVQ,NVQ Level 2
09076757,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09076758,2,Certificate,All other graded level 2 quals
09076761,2,Diploma,All other graded level 2 quals
09076821,3,Access to Higher Education Diploma (from 2007),Access to HE
09076827,2,GCSE,GCSEs
09076923,2,Diploma,All other graded level 2 quals
09076977,3,GCE AS level,A Levels
09076990,4,Diploma,Level 4 and above
09077011,3,Other,All other graded level 3 quals
09077042,2,NVQ,NVQ Level 2
09077044,2,NVQ,NVQ Level 2
09077047,2,NVQ,NVQ Level 2
09077056,2,NVQ,NVQ Level 2
09077073,3,Access to Higher Education Diploma (from 2007),Access to HE
09077078,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09077082,1,Diploma,All other graded level 1 quals
09077084,2,Diploma,Technical Certificate Level 2
09077095,2,NVQ,NVQ Level 2
09077104,2,NVQ,NVQ Level 2
09077107,1,Certificate,Cache Level 1
09077108,2,NVQ,NVQ Level 2
09077122,3,GCE AS level,A Levels
09077132,2,Diploma,All other graded level 2 quals
09077160,3,Diploma,CACHE Dip
09077188,2,Certificate,All other graded level 2 quals
09077212,2,Certificate,Technical Certificate Level 2
09077229,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09077238,H,HNC,Level 4 and above
09077243,3,Access to Higher Education Diploma (from 2007),Access to HE
09077248,2,Certificate,All other graded level 2 quals
09077271,3,Diploma,All other graded level 3 quals
09077274,2,NVQ,NVQ Level 2
09077278,2,NVQ,NVQ Level 2
09077288,2,NVQ,NVQ Level 2
09077291,2,NVQ,NVQ Level 2
09077293,2,NVQ,NVQ Level 2
09077297,2,NVQ,NVQ Level 2
09077300,2,NVQ,NVQ Level 2
09077307,2,NVQ,NVQ Level 2
09077309,E,Certificate,
09077311,E,Certificate,Entry Level 3
09077315,2,NVQ,NVQ Level 2
09077318,3,Other,All other graded level 3 quals
09077353,X,Non Council funded studies,Unknown
09077376,2,Certificate,All other graded level 2 quals
09077378,2,Edexcel First Diploma (new syllabus),BTEC First Dip
09077422,4,NVQ,Level 4 and above
09077423,E,Certificate,Entry Level 3
09077426,4,NVQ,Level 4 and above
09077428,4,NVQ,Level 4 and above
09077430,3,NVQ,NVQ Level 3
09077432,4,NVQ,Level 4 and above
09077433,3,NVQ,NVQ Level 3
09077435,3,NVQ,NVQ Level 3
09077436,4,NVQ,Level 4 and above
09077437,4,NVQ,Level 4 and above
09077438,3,NVQ,NVQ Level 3
09077439,3,NVQ,NVQ Level 3
09077440,4,NVQ,Level 4 and above
09077442,4,NVQ,Level 4 and above
09077472,4,HNC,Level 4 and above
09077473,E,Certificate,Entry Level 2
09077476,3,Diploma,CACHE Dip
09077485,1,Diploma,All other graded level 1 quals
09077486,3,Access to Higher Education Diploma (from 2007),Access to HE
09077495,3,Certificate,All other graded level 3 quals
09077511,E,Certificate,Entry Level 3
09077519,2,Diploma,All other graded level 2 quals
09077528,3,Diploma,All other graded level 3 quals
09077534,2,Diploma,All other graded level 2 quals
09077579,3,Certificate,All other graded level 3 quals
09077581,3,GCE AS level,A Levels
09077595,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09077604,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09077606,2,Diploma,All other graded level 2 quals
09077610,X,Non Council funded studies,Unknown
09077612,X,Non Council funded studies,School partnerships
09077650,2,Diploma,All other graded level 2 quals
09077668,2,Diploma,All other graded level 2 quals
09077719,3,Diploma,All other graded level 3 quals
09077733,X,Non Council funded studies,Level 4 and above
09077741,4,Other,Level 4 and above
09077782,X,Non Council funded studies,Unknown
09077791,4,NVQ,Level 4 and above
09077810,X,Non Council funded studies,Unknown
09077824,2,GCSE,GCSEs
09077834,2,Diploma,All other graded level 2 quals
09077838,H,HNC,Level 4 and above
09077857,3,Access to Higher Education Diploma (from 2007),Access to HE
09077878,E,Certificate,Entry Level 3
09077884,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09077892,1,Diploma,All other graded level 1 quals
09077893,3,Access to Higher Education Diploma (from 2007),Access to HE
09077933,2,Certificate,All other graded level 2 quals
09077961,1,Certificate,All other graded level 1 quals
09078032,2,Certificate,All other graded level 2 quals
09078039,E,Certificate,Entry Level 3
09078045,3,GCE AS level,A Levels
09078063,1,NVQ,NVQ Level 1
09078075,2,Diploma,CACHE Level 2
09078077,3,Access to Higher Education Diploma (from 2007),Access to HE
09078078,3,NVQ,NVQ Level 3
09078085,3,Access to Higher Education Diploma (from 2007),Access to HE
09078086,2,Diploma,All other graded level 2 quals
09078096,2,Certificate,All other graded level 2 quals
09078120,3,Diploma,All other graded level 3 quals
09078124,3,Access to Higher Education Diploma (from 2007),Access to HE
09078130,1,NVQ,NVQ Level 1
09078133,3,Other,All other graded level 3 quals
09078149,3,Edexcel National Diploma (new syllabus),BTEC National Dip
09078208,3,Diploma,All other graded level 3 quals
